4.0,6.0
-2.09,30.88
-2.41,34.25
3.77,5.59
-4.78,65.59
1.28,7.94
2.8,5.04
1.36,7.68
-3.36,45.46
1.52,7.19
-1.86,28.61
1.43,7.47
2.06,5.88
-1.98,29.8
-1.55,25.71
-1.15,22.19
-2.95,40.38
2.81,5.04
4.05,6.09
-1.42,24.55
-3.9,52.66
2.26,5.55
-2.51,35.38
4.4,6.96
-0.32,16.01
-2.72,37.71
-4.11,55.55
-3.05,41.63
0.56,10.98
0.16,13.06
-2.49,35.13
-1.11,21.91
-1.57,25.86
-3.84,51.84
4.02,6.03
0.5,11.24
-4.95,68.24
3.04,5.0
4.17,6.36
3.82,5.67
1.61,6.92
1.45,7.4
0.29,12.37
-4.38,59.49
-3.56,47.99
-3.81,51.35
-3.09,42.07
2.34,5.43
2.22,5.61
-4.21,56.91
1.52,7.19
4.17,6.37
2.13,5.76
-1.05,21.39
0.89,9.47
1.38,7.62
-1.03,21.26
4.69,7.84
-1.85,28.49
-2.69,37.43
-3.58,48.27
-0.71,18.74
-2.65,36.87
-1.52,25.44
1.21,8.22
-2.11,31.14
-2.86,39.37
1.27,7.99
0.44,11.56
0.18,12.93
3.85,5.73
1.7,6.7
4.83,8.35
-0.04,14.21
-1.78,27.83
2.62,5.15
-0.76,19.13
-2.21,32.14
3.51,5.26
-4.39,59.59
-3.01,41.14
4.31,6.72
-1.57,25.91
0.05,13.71
-0.61,18.04
0.53,11.09
1.11,8.56
1.91,6.19
3.0,5.0
-0.05,14.29
3.78,5.61
3.01,5.0
-0.81,19.51
-4.72,64.53
4.46,7.14
2.6,5.16
3.56,5.32
4.22,6.49
-2.5,35.22
1.85,6.31
3.31,5.09
-4.7,64.25
-0.0,14.01
0.5,11.25
-4.05,54.7
-1.39,24.24
-3.84,51.79
-0.72,18.87
-4.79,65.64
-2.07,30.7
1.45,7.4
-1.05,21.4
2.03,5.95
0.39,11.83
-3.68,49.6
-0.65,18.35
1.25,8.08
1.38,7.64
-1.16,22.33
2.43,5.32
-1.88,28.77
0.47,11.4
3.75,5.56
-1.89,28.95
-4.44,60.29
-3.83,51.6
1.24,8.11
3.39,5.15
-0.13,14.82
-3.88,52.29
-0.74,18.95
2.59,5.17
-0.3,15.88
3.49,5.24
-0.88,20.05
3.46,5.21
2.21,5.62
3.0,5.0
-4.75,65.05
3.58,5.34
2.79,5.05
3.96,5.93
-3.94,53.18
0.64,10.57
2.32,5.46
-3.88,52.37
-3.37,45.53
2.43,5.33
4.18,6.4
-2.12,31.22
3.76,5.57
3.76,5.58
4.74,8.04
3.9,5.81
0.7,10.27
2.63,5.14
2.06,5.89
-4.76,65.22
-2.7,37.48
-4.36,59.1
1.31,7.85
2.85,5.02
2.83,5.03
-3.59,48.44
1.69,6.73
-1.64,26.54
2.74,5.07
1.04,8.85
-3.87,52.15
0.6,10.78
3.46,5.21
4.15,6.33
2.59,5.17
-3.63,48.94
3.21,5.04
4.6,7.57
3.52,5.27
-4.79,65.65
-3.21,43.58
-4.94,67.99
2.52,5.23
0.69,10.32
-1.38,24.18
-3.1,42.18
3.66,5.44
-3.42,46.16
2.36,5.41
-3.32,44.98
0.99,9.05
-4.82,66.15
1.7,6.69
-3.06,41.72
3.62,5.38
1.14,8.48
3.35,5.13
4.32,6.75
3.89,5.8
-4.47,60.88
2.41,5.35
1.98,6.05
-4.54,61.79
2.7,5.09
-3.48,46.98
-2.35,33.6
-4.77,65.43
-2.84,39.15
1.04,8.84
-4.75,65.01
1.91,6.18
2.77,5.05
-0.83,19.69
0.3,12.27
1.61,6.92
-1.67,26.83
-1.41,24.44
-1.97,29.65
2.99,5.0
-1.62,26.38
3.53,5.28
1.81,6.42
-1.18,22.47
-2.97,40.69
-3.82,51.58
0.61,10.71
-3.65,49.23
-1.64,26.57
3.92,5.85
1.16,8.39
1.31,7.85
-0.55,17.6
-2.95,40.43
-3.17,43.11
3.84,5.7
2.56,5.19
-4.25,57.51
-1.47,24.98
4.84,8.39
2.21,5.62
1.02,8.93
3.96,5.92
3.4,5.16
-2.36,33.74
2.25,5.56
-1.53,25.54
-2.92,40.03
-0.14,14.85
-3.39,45.83
0.6,10.74
-4.48,60.92
-0.3,15.88
3.59,5.34
1.24,8.1
1.04,8.84
-1.22,22.79
0.48,11.34
1.66,6.8
-1.04,21.3
-3.95,53.3
4.67,7.8
1.66,6.78
-0.93,20.42
-1.84,28.42
-4.25,57.53
2.26,5.55
0.24,12.61
3.05,5.0
-1.51,25.31
4.8,8.24
2.55,5.2
3.64,5.41
4.66,7.75
-2.64,36.84
3.0,5.0
4.48,7.18
-0.47,17.06
3.91,5.83
-4.57,62.3
2.52,5.23
1.72,6.64
2.49,5.26
-3.38,45.71
-1.03,21.23
2.57,5.18
3.64,5.41
-1.86,28.62
-3.32,44.93
-4.34,58.88
0.58,10.84
4.69,7.87
-0.91,20.28
-2.39,34.1
0.36,11.99
4.54,7.37
4.07,6.15
4.98,8.93
-3.35,45.34
2.1,5.81
-3.49,47.18
0.18,12.96
2.49,5.26
-4.79,65.64
-4.22,57.2
-2.95,40.36
-2.43,34.52
-0.69,18.6
-3.64,49.04
-4.13,55.84
4.25,6.57
3.6,5.36
-3.29,44.54
0.54,11.06
-2.2,32.06
1.93,6.14
2.87,5.02
4.08,6.18
-0.22,15.38
4.42,7.01
0.23,12.66
1.06,8.77
3.76,5.58
-1.9,29.02
1.97,6.06
-0.14,14.86
0.65,10.53
-3.19,43.26
-2.09,30.94
3.99,5.98
3.26,5.07
0.89,9.45
2.07,5.86
-3.92,52.86
-0.33,16.12
-1.77,27.74
-2.99,40.92
-2.34,33.55
4.93,8.72
-1.81,28.14
0.83,9.72
-0.83,19.66
3.35,5.13
-0.09,14.53
4.75,8.08
-1.54,25.63
-0.41,16.65
-1.69,26.99
-4.18,56.53
-2.78,38.43
1.0,9.02
-1.38,24.22
1.58,7.01
-3.3,44.68
-2.8,38.68
3.36,5.13
-2.87,39.48
3.51,5.26
1.98,6.04
-0.61,18.0
1.62,6.9
-1.22,22.81
3.78,5.61
-3.29,44.5
0.32,12.19
0.72,10.2
-2.98,40.74
4.7,7.88
-2.78,38.38
-4.96,68.3
0.86,9.58
-1.67,26.82
2.97,5.0
-1.44,24.68
-2.88,39.57
-1.83,28.32
1.75,6.57
-1.63,26.42
-4.89,67.31
-4.62,63.08
0.47,11.43
3.69,5.48
0.1,13.42
0.74,10.1
4.46,7.12
0.15,13.11
-0.92,20.37
-2.55,35.77
-1.68,26.92
-0.94,20.54
4.62,7.62
-2.89,39.65
-2.72,37.69
0.62,10.69
3.59,5.35
-0.61,18.06
0.94,9.26
-1.95,29.48
-2.97,40.68
0.42,11.67
0.55,11.0
-4.0,53.93
-0.58,17.84
-2.33,33.4
1.84,6.34
-0.05,14.29
0.31,12.25
-2.25,32.51
4.48,7.2
3.0,5.0
3.2,5.04
-4.55,62.0
-2.35,33.63
-4.94,68.07
-4.11,55.6
4.74,8.03
3.02,5.0
2.32,5.46
-3.17,43.13
4.39,6.92
-3.64,49.13
-0.06,14.36
1.13,8.51
1.21,8.2
3.6,5.35
3.38,5.14
-1.12,21.98
-3.94,53.19
1.46,7.36
2.6,5.16
1.86,6.3
-1.42,24.52
-4.35,59.02
3.76,5.58
2.21,5.62
3.75,5.56
2.77,5.06
-0.93,20.42
-4.38,59.4
-2.42,34.34
-1.24,22.97
-4.61,62.91
0.9,9.4
1.99,6.02
-2.12,31.17
0.96,9.16
3.07,5.01
0.72,10.21
4.9,8.62
-2.36,33.68
-1.83,28.32
0.12,13.32
-2.31,33.23
-2.15,31.57
0.77,9.98
3.63,5.4
-4.26,57.66
-4.12,55.68
-1.02,21.15
2.85,5.02
0.32,12.18
3.02,5.0
4.52,7.3
3.41,5.17
-4.38,59.39
4.92,8.67
4.96,8.84
-0.28,15.75
-2.02,30.22
-2.35,33.66
-2.71,37.57
-1.29,23.42
-1.32,23.69
-3.53,47.59
0.39,11.79
0.66,10.46
-2.47,34.95
1.9,6.22
-2.51,35.38
4.4,6.95
3.43,5.18
-4.72,64.64
4.41,6.99
0.78,9.91
-0.22,15.34
2.89,5.01
-2.97,40.69
-2.51,35.35
-0.17,15.06
-0.66,18.38
-0.63,18.17
4.13,6.28
-4.31,58.46
2.4,5.36
2.67,5.11
0.41,11.73
0.73,10.15
1.48,7.3
-4.74,64.87
-1.76,27.62
-0.51,17.3
-1.56,25.77
-2.62,36.57
-4.96,68.36
3.34,5.12
-0.06,14.34
-1.05,21.37
2.75,5.06
-0.03,14.15
-4.48,60.88
4.63,7.66
0.43,11.62
1.29,7.91
-4.13,55.85
2.83,5.03
-1.81,28.14
2.08,5.84
-4.37,59.36
2.69,5.1
-1.92,29.16
-0.1,14.61
-2.83,38.94
3.28,5.08
2.39,5.38
4.89,8.59
-1.41,24.41
3.02,5.0
-0.52,17.38
-3.87,52.26
3.54,5.29
0.36,11.98
4.01,6.02
4.96,8.84
2.78,5.05
1.05,8.82
1.28,7.98
-4.32,58.62
3.95,5.9
-0.42,16.72
1.17,8.34
-1.74,27.47
0.05,13.68
-0.98,20.87
-4.4,59.82
0.33,12.11
-4.43,60.19
-4.87,67.0
0.19,12.9
2.44,5.31
-3.91,52.75
-2.52,35.46
1.79,6.47
-1.18,22.44
1.54,7.13
1.81,6.41
-0.76,19.13
2.24,5.58
-4.89,67.29
-0.27,15.7
1.77,6.52
3.53,5.28
0.58,10.85
4.5,7.24
4.74,8.04
2.0,5.99
3.53,5.29
1.38,7.61
4.51,7.28
-1.92,29.21
3.89,5.8
1.57,7.05
3.4,5.16
-3.36,45.39
-0.04,14.27
1.73,6.62
3.37,5.13
1.54,7.14
-0.37,16.34
2.58,5.18
-3.42,46.27
-2.65,36.87
-2.4,34.14
-4.1,55.43
3.72,5.52
0.73,10.16
-4.86,66.79
-1.64,26.5
2.41,5.34
1.11,8.56
-0.92,20.4
-4.12,55.74
4.19,6.42
-3.28,44.49
-0.75,19.06
-1.43,24.64
2.14,5.73
-3.61,48.68
-4.75,65.06
-1.42,24.49
-4.31,58.36
0.03,13.84
0.41,11.72
3.41,5.17
-1.79,27.96
2.23,5.59
1.33,7.8
0.61,10.71
-4.4,59.69
4.61,7.6
-4.05,54.67
-0.78,19.32
-2.56,35.89
4.61,7.6
-3.55,47.86
0.88,9.5
1.49,7.27
-2.37,33.88
-3.86,52.1
2.88,5.01
-0.66,18.43
-3.4,45.9
-2.64,36.75
2.57,5.19
3.02,5.0
-2.8,38.65
-3.18,43.23
-3.47,46.88
-1.56,25.76
0.57,10.91
-2.51,35.35
4.52,7.3
2.95,5.0
4.53,7.34
2.17,5.69
-3.88,52.29
-4.5,61.25
2.66,5.11
2.8,5.04
-2.89,39.68
-2.7,37.49
2.99,5.0
-1.62,26.32
-2.27,32.74
-1.01,21.11
1.16,8.38
-4.39,59.54
-1.06,21.52
-2.55,35.76
4.48,7.2
3.39,5.15
0.17,13.01
-2.34,33.5
-3.75,50.54
3.88,5.77
-1.66,26.73
2.6,5.16
3.49,5.24
-4.55,62.0
0.58,10.83
-2.31,33.19
-3.24,43.96
-2.44,34.6
-0.48,17.09
3.57,5.32
3.0,5.0
3.18,5.03
3.67,5.44
-4.62,63.09
-3.87,52.24
-2.83,38.98
-1.12,21.98
3.99,5.97
-3.85,51.98
-4.33,58.74
-4.15,56.12
-3.68,49.64
3.6,5.36
3.35,5.12
3.01,5.0
-3.46,46.79
4.69,7.84
-0.15,14.93
-0.73,18.95
3.49,5.24
-0.22,15.38
-0.7,18.67
1.98,6.04
-2.32,33.32
-0.54,17.53
1.86,6.3
1.29,7.93
-4.59,62.67
1.44,7.44
-2.33,33.38
3.96,5.92
-3.03,41.42
-1.88,28.81
-4.15,56.17
3.06,5.0
-2.14,31.43
-4.8,65.92
3.99,5.98
0.86,9.57
3.4,5.16
4.19,6.42
3.6,5.36
3.13,5.02
-3.07,41.82
4.67,7.78
-0.36,16.3
-3.49,47.17
-1.01,21.08
-2.8,38.63
3.33,5.11
-2.73,37.81
4.14,6.31
-1.58,26.02
-3.89,52.47
-4.15,56.09
-3.62,48.83
-0.84,19.78
-4.86,66.74
4.99,8.96
-0.89,20.12
1.54,7.13
-0.56,17.65
2.18,5.68
-1.19,22.59
-1.68,26.88
-0.13,14.81
-3.53,47.68
-3.75,50.57
-1.83,28.38
-4.83,66.35
-3.67,49.44
-0.8,19.42
-2.33,33.4
2.25,5.57
-3.52,47.57
-1.87,28.69
-2.41,34.32
-1.32,23.69
1.67,6.76
-4.72,64.65
-0.83,19.68
1.36,7.69
0.22,12.73
-1.92,29.16
-4.69,64.15
-0.46,16.97
-4.86,66.78
4.24,6.54
1.71,6.68
1.99,6.02
2.73,5.07
0.4,11.74
2.86,5.02
-3.39,45.88
-2.57,36.02
-1.43,24.66
4.78,8.18
-2.26,32.63
3.78,5.6
-2.04,30.42
-3.49,47.15
-2.76,38.12
3.12,5.02
-0.49,17.18
-4.87,66.95
2.85,5.02
-1.96,29.63
2.34,5.44
0.97,9.12
1.78,6.5
-3.84,51.76
0.28,12.41
-3.89,52.51
2.25,5.56
-2.72,37.72
0.78,9.93
3.35,5.13
-0.33,16.06
1.83,6.37
4.68,7.82
3.74,5.55
4.49,7.22
-4.12,55.73
2.26,5.55
-3.47,46.83
0.06,13.62
3.84,5.7
2.19,5.65
2.88,5.01
-3.81,51.36
-0.21,15.29
-3.06,41.73
4.19,6.41
-1.24,22.96
1.16,8.38
0.39,11.8
-2.28,32.89
-4.46,60.69
-2.01,30.06
-3.11,42.34
0.8,9.82
-1.14,22.14
-3.32,44.9
-3.62,48.78
0.57,10.92
2.1,5.81
-3.84,51.82
0.05,13.72
1.54,7.13
-1.6,26.17
-4.55,62.0
0.5,11.25
-3.32,44.95
-2.31,33.22
-0.34,16.17
-0.69,18.62
-1.47,24.98
-3.63,48.93
2.29,5.51
-3.33,45.11
-2.07,30.72
0.81,9.8
-0.23,15.43
0.03,13.84
-1.19,22.57
0.96,9.15
